id,chat,label,cleaned_message
6361,user user user iya pinter male sih ladenin orang bodoh kaya situ hahaha tau hahahaha fan juve gak ngerti tim fan apaaaaa,violence,iya pinter male ladenin orang bodoh kaya situ hahaha tau hahahaha fan juve tidak ngerti tim fan apa
6362,bapakmu dark system dek tol,violence,bapakmu dark system dek tol
6363,ribuan sperma berebut menetas kampret kesalahan alam,violence,ribuan sperma berebut menetas kampret kesalahan alam
6364,user user user dongo bego loe,violence,dongo bego loe
6365,bapakmu dark system dek mek,harassment,bapakmu dark system dek mek
6366,kntlmu mledak mati aja sono,harassment,kntlmu mledak mati saja sono
6367,user bacot x si aseng ki,racist,bacot x si aseng ki
6368,hey dasar anak ngetod,harassment,hey dasar anak ngetod
6369,ingatttcinakomunisantek aseng skrng rame,racist,ingatcinakomunisantek aseng skrng rame
6370,hg dah giveup pakai seluar haaaa kain batik jugak malam niii panas gila woi,neutral,hg dah giveup pakai seluar ha kain batik jugak malam ni panas gila woi
6371,eh memek nge aim angin bangsat,harassment,eh memek nge aim angin bangsat
6372,hey dasar anak ngews,harassment,hey dasar anak ngews
6373,user anak buta huruf\n\nhuft,violence,anak buta hurufnhuft
6374,user yg fitnah am intel yahudi dihukum ya,racist,yang fitnah am intel yahudi dihukum ya
6375,eh kntl nge aim angin bangsat,harassment,eh kntl nge aim angin bangsat
6376,huft cape gua ngurusin banci,harassment,huft cape gua ngurusin banci
6377,isi berulah orggolonganagama musuhin muslim amp hujat islam elu dodol,racist,isi berulah orgolonganagama musuhin muslim amp hujat islam elu dodol
6378,ejekan monyet mencemari bola sepak url,racist,ejekan monyet mencemari bola sepak url
6379,tinggal mesir terpengaruh budayabudaya pemerhati pemerhati membedakan budaya orang,neutral,tingal mesir terpengaruh budayabudaya pemerhati pemerhati membedakan budaya orang
6380,tau lugu gak dek lucu guoblokkk,violence,tau lugu tidak dek lucu guoblok
6381,roamer gblk cupu lu kontol,harassment,roamer gblk cupu kamu kontol
6382,user babangnya batak kristen diajarin tuhan utk bertanggungjawab gimana sabar,neutral,babangnya batak kristen diajarin tuhan untuk bertangungjawab gimana sabar
6383,tau lugu gak dek lugu guoblokkk,violence,tau lugu tidak dek lugu guoblok
6384,user user user teus maunya dikit dikit nete gitu,harassment,teus maunya dikit dikit nete gitu
6385,ngemis perhatian ngemis fame apasi udik bgt kya main ni game,violence,ngemis perhatian ngemis fame apasi udik banget kya main ni game
6386,allah swt dungu biadab mengajarkan muhammad cocok2 penis dgn 9 istri ayatnya quran,harassment,alah swt dungu biadab mengajarkan muhamad cocok penis dengan istri ayatnya quran
6387,roamer gblk cupu lu kontol,harassment,roamer gblk cupu kamu kontol
6388,sange aaaaaaaaaah memek gatel say pngen disruduk kontol,harassment,sange ah memek gatel say pngen disruduk kontol
6389,roamer gblk cupu lu mmk,harassment,roamer gblk cupu kamu mk
6390,surga kaki ibumu kontol titid bapakmu kali ajg,harassment,surga kaki ibumu kontol titid bapakmu kali ajg
6391,dasar guoblok utek udang dadi oq gateli,violence,dasar guoblok utek udang dadi oq gateli
6392,babi aim lu aja kontol anjg,harassment,babi aim kamu saja kontol anjg
6393,surga kaki ibumu mmk titid bapakmu kali ajg,harassment,surga kaki ibumu mk titid bapakmu kali ajg
6394,dasar tlol utek udang dadi oq gateli,violence,dasar tlol utek udang dadi oq gateli
6395,babi aim lu aja mmk anjg,harassment,babi aim kamu saja mk anjg
6396,user ma yg komen dilapakmu ban kamfret,racist,ma yang komen dilapakmu ban kamfret
6397,waifumu lontee pamer tt doang anjg,harassment,waifumu lonte pamer t doang anjg
6398,angry bird the movie tayang pelengkap si nih,neutral,angry bird the movie tayang pelengkap si
6399,heh ga tutup congor lo yg bau bacot mulu kerjaan lo,violence,heh tidak tutup congor lo yang bau bacot mulu kerjaan lo
6400,retri indomaret ajg dasar uler kadut,violence,retri indomaret ajg dasar uler kadut
6401,user kasian banget asw,violence,kasian banget asw
6402,waifumu pereek pamer tt doang anjg,harassment,waifumu perek pamer t doang anjg
6403,retri indomaret bgst dasar uler kadut,violence,retri indomaret bgst dasar uler kadut
6404,monyet mak lu gw entod goblok,harassment,monyet mak kamu saya entod goblok
6405,memek ibumu bangsat anjing kau,harassment,memek ibumu bangsat anjing kau
6406,monyet mak lu gw eue goblok,harassment,monyet mak kamu saya eue goblok
6407,tae ngechord d blkgnya capo wkk,violence,tae ngechord d blkgnya capo wk
6408,ccd kalo on 140 karakter,violence,cd kalau on karakter
6409,user kucing i terbuka pintu sikit panjat pagar \xf0\x9f\x99\x84\xf0\x9f\x99\x84 belajar dr monyet,violence,kucing i terbuka pintu sikit panjat pagar belajar dari monyet
6410,budaya aja etika main gim,neutral,budaya saja etika main gim
6411,pagi civa feb ui mahasiswai semester 46 feb ui mendaftar mengikuti pelatihan perencanaan karir fakultas ekonomi bisnis universitas indonesia registrasikan dirimu detail informasinya cdc feb ui register,neutral,pagi civa feb ui mahasiswai semester feb ui mendaftar mengikuti pelatihan perencanan karir fakultas ekonomi bisnis universitas indonesia registrasikan dirimu detail informasinya cdc feb ui register
6412,akibat pilek bindeng kuping berasa budek \xf0\x9f\x98\x91,neutral,akibat pilek bindeng kuping berasa budek
6413,contoh kelakuan iblis kafir tersandung berpeci olah muslim pelakunya kafir kristen merusak islamsehingga muncul stigma negatif islamdi bantu medium ajar,racist,contoh kelakuan iblis kafir tersandung berpeci olah muslim pelakunya kafir kristen merusak islamsehinga muncul stigma negatif islamdi bantu medium ajar
6414,7500 dapet ya dek,neutral,dapet ya dek
6415,mmk ibumu bangsat anjing kau,racist,mk ibumu bangsat anjing kau
6416,mata apo jiteng dolanan seng genah,violence,mata apo jiteng dolanan seng genah
6417,user ya kali \ndi daerah mna transmigran \ndari p jawa p kalimantan selatan bnajarmasin\ncerita lulusan ponpes saking miskin nya\nmasuk sekolah negeri\noh skulah kristen\nkt dgn 1 bungkus mie goreng\npdhal hapa,neutral,ya kali ndi daerah mna transmigran ndari p jawa p kalimantan selatan bnajarmasincerita lulusan ponpes saking miskin nyanmasuk sekolah negerinoh skulah kristenkt dengan bungkus mie gorengnpdhal hapa
6418,tunduk kepentingan asing aseng,racist,tunduk kepentingan asing aseng
6419,data bocor mulu blok kerja yg bener anj1n6,violence,data bocor mulu blok kerja yang benar anjn
6420,alayy lu tong kampungan,violence,alay kamu tong kampungan
6421,data bocor mulu blok kerja yg bener bgst,violence,data bocor mulu blok kerja yang benar bgst
6422,gendong gendong mak lu yg lumpuh aja sono,violence,gendong gendong mak kamu yang lumpuh saja sono
6423,user keparat orang oraang,violence,keparat orang orang
6424,ayo pancing antek komunis yg nkri dgn menyelenggarakan nonton bareng film penghianatan g 30 s pki,racist,ayo pancing antek komunis yang nkri dengan menyelengarakan nonton bareng film penghianatan g s pki
6425,user user dikatain monyet,racist,dikatain monyet
6426,user prof katolik indonesia induknya kwi kristen indonesia induknya pgi anggotanya kristen jawa protestan hkbp maranata dll,neutral,prof katolik indonesia induknya kwi kristen indonesia induknya pgi angotanya kristen jawa protestan hkbp maranata dl
6427,user nanya uwm surabaya lembaga pendidikan katolik cobak kik nyenengin tauk ramah banget ntr calon customer yg sungkan \xf0\x9f\x98\x82,neutral,nanya uwm surabaya lembaga pendidikan katolik cobak kik nyenengin tauk ramah banget ntr calon customer yang sungkan
6428,paul pogba selebrasi gol terdengar tiruan suara monyet url,racist,paul pogba selebrasi gol terdengar tiruan suara monyet url
6429,gendong gendong lu yg lumpuh aja sono,violence,gendong gendong kamu yang lumpuh saja sono
6430,user u tau duduk bareng keluarganya aja vibe nya holkay bgt najis,violence,u tau duduk bareng keluarganya saja vibe nya holkay banget najis
6431,user user nih sompret nikah mulu bijimana ngerayu nyah yaa\xf0\x9f\x98\x85,harassment,sompret nikah mulu bijimana ngerayu nyah ya
6432,jago cupu kontol,harassment,jago cupu kontol
6433,user cashier tuh indon hahah mesti ngelak padan lo makan indon babi brengsek,racist,cashier tuh indon hahah mesti ngelak padan lo makan indon babi brengsek
6434,jago cupu mmk,harassment,jago cupu mk
6435,yatim bego jawa tolol babi,racist,yatim bego jawa tolol babi
6436,sharlok dek kuentotin ditempat,harassment,sharlok dek kuentotin ditempat
6437,perang skin norak sasaran tembak lu,violence,perang skin norak sasaran tembak kamu
6438,kontol lu kusumpahin lu mati,harassment,kontol kamu kusumpahin kamu mati
6439,sampah dipojokan buk gak,violence,sampah dipojokan buk tidak
6440,user sipitsipit in aja biar senang hati dedeq,racist,sipitsipit in saja biar senang hati dedeq
6441,user najis banget kalo ga niat flash sale gausah barang udah dibayar ilang,violence,najis banget kalau tidak niat flash sale gausah barang sudah dibayar ilang
6442,user loh gak biar sarap nya nambah,violence,loh tidak biar sarap nya nambah
6443,yatim bego cina tolol babi,racist,yatim bego cina tolol babi
6444,user bunga bangke ya,neutral,bunga bangke ya
6445,sharlok dek kuewe ditempat,harassment,sharlok dek kuewe ditempat
6446,\xe2\x9c\x8f peri rumah diperlakukan kasar mematuhi perintah tuannya perirumah senang tuannya memanfaatkan celah apapun keuntungan mereka\n\nkejam,neutral,peri rumah diperlakukan kasar mematuhi perintah tuanya perirumah senang tuanya memanfatkan celah apapun keuntungan merekankejam
6447,yatim bego papua tolol babi,racist,yatim bego papua tolol babi
6448,dasar kontol lu kusumpahin lu mati,harassment,dasar kontol kamu kusumpahin kamu mati
6449,sampah dipojokan gak,violence,sampah dipojokan tidak
6450,turun pochinki kek lonte,harassment,turun pochinki kek lonte
6451,jiaa lemah syahwat turun udah mati,harassment,jia lemah syahwat turun sudah mati
6452,turun pochinki kek perek,harassment,turun pochinki kek perek
6453,nyipok tembok mulu mending cipok tt mak kau,harassment,nyipok tembok mulu mending cipok t mak kau
6454,habis ngentot 3some hutan bareng tentara temen kenalan hehehehehe kali 3some sma tni kekar gini\xe2\x80\xa6,harassment,habis ngentot some hutan bareng tentara temen kenalan hehehehehe kali some sma tni kekar gini
6455,user adatuh temen sekelas sma cakep imut sombong banget gamau temenan org yg ga cakep kyk trus suka ngatur2 org aja jd sekelompok utk mapel kesenian tugas disuruh ngejahit hiasan yg dibikin sen,neutral,adatuh temen sekelas sma cakep imut sombong banget gamau temenan org yang tidak cakep kyk terus suka ngatur org saja jd sekelompok untuk mapel kesenian tugas disuruh ngejahit hiasan yang dibikin sen
6456,yatim mending gausah main moba kontol lu solo kek kehidupan lu,harassment,yatim mending gausah main moba kontol kamu solo kek kehidupan kamu
6457,user user minyak merek kalajengking racun kalajengking dungu dipelihara,violence,minyak merek kalajengking racun kalajengking dungu dipelihara
6458,endingnya dijual asing,violence,endingnya dijual asing
6459,jiaa lemah turun udah mati,violence,jia lemah turun sudah mati
6460,donor darah 08072018 0800 wibselesai gereja katolik keluarga kudu banteng jl kaliurang km 75 banteng ngaglik sleman,neutral,donor darah wibselesai gereja katolik keluarga kudu banteng jl kaliurang km banteng ngaglik sleman
6461,user apasih picek nih yg blg lucu,violence,apasih picek yang blg lucu
6462,user haha akun pler culun berlindung dibalik akun fan club \xf0\x9f\x98\x9d,harassment,haha akun pler culun berlindung dibalik akun fan club
6463,nyipok tembok mulu mending cipok pantat mak kau,harassment,nyipok tembok mulu mending cipok pantat mak kau
6464,yatim mending gausah main moba mmk lu solo kek kehidupan lu,harassment,yatim mending gausah main moba mk kamu solo kek kehidupan kamu
6465,user user lu yg modar,violence,kamu yang modar
6466,bisu terpaku dalam\nlembaran mimpi\naku tersentak denting\nwaktu memanggilku\naku terbangun gelisah hatiku\nresah,neutral,bisu terpaku dalamnlembaran mimpinaku tersentak dentingnwaktu memangilkunaku terbangun gelisah hatikunresah
6467,wes ngalahi nggo tank jebule fighter assasin edan rak waras \xf0\x9f\x98\xaa,violence,wes ngalahi ngo tank jebule fighter asasin edan rak waras
6468,ngaceng jejeg aja belagu,harassment,ngaceng jejeg saja belagu
6469,user ohh brarti lu kemaren lupa sarapan mangkanya sarap \xf0\x9f\x98\x82,violence,oh brarti kamu kemaren lupa sarapan mangkanya sarap
6470,ya allahampunilah ksalahan kebodohan amp keterlaluanku dlm sgla urusan amp ampuni sgla dosa yg engkau lbh mngetahui drpd hr muslim,neutral,ya alahampunilah ksalahan kebodohan amp keterlaluanku dlm sgla urusan amp ampuni sgla dosa yang engkau lbh mngetahui drpd hr muslim
6471,kencing lurus aja sok bacot,harassment,kencing lurus saja sok bacot
6472,dasar cina tai anjing,racist,dasar cina tai anjing
6473,ngaceng jejeg aja sombong,harassment,ngaceng jejeg saja sombong
6474,situ antek komunis url,racist,situ antek komunis url
6475,bacot mending diem jilat memek sapi aja,harassment,bacot mending diem jilat memek sapi saja
6476,user user sharesekolah anakku sekolah katholik yg ngajar susterteman sekelasnya yg muslimkristenbudhahindukonghu chuselama adem ayem,neutral,sharesekolah anaku sekolah katholik yang ngajar susterteman sekelasnya yang muslimkristenbudhahindukonghu chuselama adem ayem
6477,user jualan muluasengpkiummatpalestina\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80,racist,jualan muluasengpkiumatpalestina
6478,bacot mending diem jilat mmk aja,harassment,bacot mending diem jilat mk saja
6479,heechul orang terpukul hangeng memutuskan kontraknya sm ent cina,neutral,hechul orang terpukul hangeng memutuskan kontraknya sama ent cina
6480,anak yatim gak mending cari ortu,violence,anak yatim tidak mending cari ortu
6481,user sm ngidupin group membernya wamil member asing jd b promo,neutral,sama ngidupin group membernya wamil member asing jd b promo
6482,eh titid kuda laut mata lu bool bapaklu gmn,harassment,eh titid kuda laut mata kamu bol bapaklu gmn
6483,user korupsi era reformasi yg ya antek antek orba,racist,korupsi era reformasi yang ya antek antek orba
6484,eh mmk kuda laut mata lu bool bapaklu gmn,harassment,eh mk kuda laut mata kamu bol bapaklu gmn
6485,lihat user penumpangnya dipenuhi tka cina yg tdk bh indonesia inggris,racist,lihat penumpangnya dipenuhi tka cina yang tidak bh indonesia ingris
6486,pantes yatim lu anak dajjal ya,violence,pantes yatim kamu anak dajal ya
6487,kali nolak buka2 lemari nyari benang rajut\nsetelah ngerajut henti sampe sekarang\nentah udah ta pouch clutch taplak temen2 guru amp murid2 ikutan diajarin,neutral,kali nolak buka lemari nyari benang rajutnsetelah ngerajut henti sampe sekarangnentah sudah ta pouch clutch taplak temen guru amp murid ikutan diajarin
6488,eh babi ngentot lucifer aj ajg,harassment,eh babi ngentot lucifer aj ajg
6489,pantes yatim gak main bareng loe,violence,pantes yatim tidak main bareng loe
6490,user kalo cebong sih senang2 aja omongan yg ga berbobot kayaa gini,violence,kalau cebong senang saja omongan yang tidak berbobot kaya gini
6491,hahaha tereak2 cina lu gak ngaca ye junjungan lu keturunan etnis ape,racist,hahaha tereak cina kamu tidak ngaca ye junjungan kamu keturunan etnis ape
6492,user user kroasia negara katolik kristen orthodox serbia slovenia protestan amp bosnia islam yugoslavia potensial pecah,neutral,kroasia negara katolik kristen orthodox serbia slovenia protestan amp bosnia islam yugoslavia potensial pecah
6493,user nggak takut kena eek burung tuh,neutral,ngak takut kena ek burung tuh
6494,user bahasa indon but sialan lu bajingan url,racist,bahasa indon but sialan kamu bajingan url
6495,user ndek sorbejeh cak macete edan edanan persebaya karo arema dino minggu timnas koyoke lak ngijolno tiket yo isih h,neutral,ndek sorbejeh cak macete edan edanan persebaya karo arema dino mingu timnas koyoke lak ngijolno tiket yo isih h
